rank	rep	method	FP	TP	n_ctrl	n_sig
0.55	number of replicate = 3	Rosace	0.4117647058823529	0.7759562841530054	17	549
0.55	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7704918032786885	17	549
0.55	number of replicate = 3	mutscan(edgeR)	0.4705882352941176	0.75591985428051	17	549
0.55	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7577413479052824	17	549
0.552	number of replicate = 1	DiMSum	0.5233660130718955	0.4836550424497823	17	526
0.552	number of replicate = 1	Enrich2	0.3693627450980392	0.7538411019079836	17	526
0.552	number of replicate = 1	Naive	0.452859477124183	0.7525834054047903	17	526
0.552	number of replicate = 1	Rosace	0.478921568627451	0.7684916805425305	17	526
0.552	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7602170487945912	17	526
0.552	number of replicate = 1	mutscan(edgeR)	0.44779411764705884	0.7512989913999485	17	526
0.552	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7500388946772175	17	526
0.552	number of replicate = 2	DiMSum	0.6470588235294118	0.543284103964435	17	551
0.552	number of replicate = 2	Enrich2	0.6176470588235294	0.7327211575284304	17	551
0.552	number of replicate = 2	Naive	0.4411764705882353	0.7564145257163789	17	551
0.552	number of replicate = 2	Rosace	0.38235294117647056	0.764591485039711	17	551
0.552	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7563945453637257	17	551
0.552	number of replicate = 2	mutscan(edgeR)	0.5	0.731823706688423	17	551
0.552	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7564345060690321	17	551
0.552	number of replicate = 3	DiMSum	0.4705882352941176	0.6102003642987249	17	549
0.552	number of replicate = 3	Enrich2	0.6470588235294118	0.7377049180327869	17	549
0.552	number of replicate = 3	Naive	0.35294117647058826	0.7632058287795993	17	549
0.552	number of replicate = 3	Rosace	0.4117647058823529	0.7759562841530054	17	549
0.552	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7704918032786885	17	549
0.552	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.75591985428051	17	549
0.552	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7595628415300546	17	549
0.554	number of replicate = 1	DiMSum	0.5233660130718955	0.4842887560112525	17	526
0.554	number of replicate = 1	Enrich2	0.3889705882352941	0.7544772342235052	17	526
0.554	number of replicate = 1	Naive	0.4724673202614379	0.7525834054047903	17	526
0.554	number of replicate = 1	Rosace	0.478921568627451	0.7697615264195222	17	526
0.554	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7608507623560614	17	526
0.554	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7519375610040354	17	526
0.554	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7513111593082608	17	526
0.554	number of replicate = 2	DiMSum	0.6470588235294118	0.5441915449807689	17	551
0.554	number of replicate = 2	Enrich2	0.6176470588235294	0.733638588721091	17	551
0.554	number of replicate = 2	Naive	0.4411764705882353	0.7573319569090395	17	551
0.554	number of replicate = 2	Rosace	0.4117647058823529	0.765498926056045	17	551
0.554	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7582094273963935	17	551
0.554	number of replicate = 2	mutscan(edgeR)	0.5	0.731823706688423	17	551
0.554	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7573519372616927	17	551
0.554	number of replicate = 3	DiMSum	0.4705882352941176	0.6156648451730419	17	549
0.554	number of replicate = 3	Enrich2	0.6470588235294118	0.7395264116575592	17	549
0.554	number of replicate = 3	Naive	0.4705882352941176	0.7632058287795993	17	549
0.554	number of replicate = 3	Rosace	0.4705882352941176	0.7759562841530054	17	549
0.554	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.554	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.75591985428051	17	549
0.554	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7595628415300546	17	549
0.556	number of replicate = 1	DiMSum	0.5233660130718955	0.48619959024638265	17	526
0.556	number of replicate = 1	Enrich2	0.4320261437908497	0.7544772342235052	17	526
0.556	number of replicate = 1	Naive	0.49468954248366015	0.75449423963992035	17	526
0.556	number of replicate = 1	Rosace	0.478921568627451	0.772308492970174	17	526
0.556	number of replicate = 1	Rosace(nopos)	0.43447712418300655	0.7621206082330533	17	526
0.556	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7532098441695925	17	526
0.556	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7525834239393041	17	526
0.556	number of replicate = 2	DiMSum	0.6470588235294118	0.5451089761734295	17	551
0.556	number of replicate = 2	Enrich2	0.6176470588235294	0.7363709019464193	17	551
0.556	number of replicate = 2	Naive	0.4411764705882353	0.7582493881017001	17	551
0.556	number of replicate = 2	Rosace	0.4117647058823529	0.7673237982650394	17	551
0.556	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.760034299605388	17	551
0.556	number of replicate = 2	mutscan(edgeR)	0.5	0.732731147704757	17	551
0.556	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7573519372616927	17	551
0.556	number of replicate = 3	DiMSum	0.4705882352941176	0.6156648451730419	17	549
0.556	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.556	number of replicate = 3	Naive	0.4705882352941176	0.7632058287795993	17	549
0.556	number of replicate = 3	Rosace	0.4705882352941176	0.7777777777777778	17	549
0.556	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.556	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.7577413479052824	17	549
0.556	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.761384335154827	17	549
0.558	number of replicate = 1	DiMSum	0.5233660130718955	0.4881055684388961	17	526
0.558	number of replicate = 1	Enrich2	0.4320261437908497	0.7551158038275921	17	526
0.558	number of replicate = 1	Naive	0.49468954248366015	0.757041224725086	17	526
0.558	number of replicate = 1	Rosace	0.478921568627451	0.772308492970174	17	526
0.558	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7646627372756022	17	526
0.558	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7538435577310627	17	526
0.558	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7538581258589125	17	526
0.558	number of replicate = 2	DiMSum	0.6470588235294118	0.5460164171897633	17	551
0.558	number of replicate = 2	Enrich2	0.6176470588235294	0.7372783429627533	17	551
0.558	number of replicate = 2	Naive	0.4411764705882353	0.759156829118034	17	551
0.558	number of replicate = 2	Rosace	0.4117647058823529	0.7673237982650394	17	551
0.558	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7609517307980486	17	551
0.558	number of replicate = 2	mutscan(edgeR)	0.5	0.732731147704757	17	551
0.558	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7591768094706872	17	551
0.558	number of replicate = 3	DiMSum	0.4705882352941176	0.6174863387978142	17	549
0.558	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.558	number of replicate = 3	Naive	0.4705882352941176	0.7632058287795993	17	549
0.558	number of replicate = 3	Rosace	0.4705882352941176	0.7795992714025501	17	549
0.558	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.558	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.7595628415300546	17	549
0.558	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.761384335154827	17	549
0.56	number of replicate = 1	DiMSum	0.5441993464052287	0.4881055684388961	17	526
0.56	number of replicate = 1	Enrich2	0.4320261437908497	0.7551158038275921	17	526
0.56	number of replicate = 1	Naive	0.49468954248366015	0.757041224725086	17	526
0.56	number of replicate = 1	Rosace	0.478921568627451	0.7729446252856956	17	526
0.56	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7646627372756022	17	526
0.56	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.755115822362106	17	526
0.56	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7551303904899558	17	526
0.56	number of replicate = 2	DiMSum	0.6470588235294118	0.5478312992224312	17	551
0.56	number of replicate = 2	Enrich2	0.6176470588235294	0.7372783429627533	17	551
0.56	number of replicate = 2	Naive	0.4411764705882353	0.7600642701343678	17	551
0.56	number of replicate = 2	Rosace	0.4117647058823529	0.7682312392813733	17	551
0.56	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7609517307980486	17	551
0.56	number of replicate = 2	mutscan(edgeR)	0.5	0.7345560199137515	17	551
0.56	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7591768094706872	17	551
0.56	number of replicate = 3	DiMSum	0.4705882352941176	0.6174863387978142	17	549
0.56	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.56	number of replicate = 3	Naive	0.4705882352941176	0.7650273224043715	17	549
0.56	number of replicate = 3	Rosace	0.4705882352941176	0.7795992714025501	17	549
0.56	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.56	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.7595628415300546	17	549
0.56	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7650273224043715	17	549
0.562	number of replicate = 1	DiMSum	0.5441993464052287	0.490647697481445	17	526
0.562	number of replicate = 1	Enrich2	0.4320261437908497	0.7563905057472006	17	526
0.562	number of replicate = 1	Naive	0.49468954248366015	0.7583134893561292	17	526
0.562	number of replicate = 1	Rosace	0.478921568627451	0.7729446252856956	17	526
0.562	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7659374391952106	17	526
0.562	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7570242378431846	17	526
0.562	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7564026736555128	17	526
0.562	number of replicate = 2	DiMSum	0.6470588235294118	0.5505736026240863	17	551
0.562	number of replicate = 2	Enrich2	0.6176470588235294	0.7372783429627533	17	551
0.562	number of replicate = 2	Naive	0.4411764705882353	0.7618891423433624	17	551
0.562	number of replicate = 2	Rosace	0.4117647058823529	0.7682312392813733	17	551
0.562	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7618691619907092	17	551
0.562	number of replicate = 2	mutscan(edgeR)	0.5	0.7345560199137515	17	551
0.562	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7591768094706872	17	551
0.562	number of replicate = 3	DiMSum	0.4705882352941176	0.6193078324225865	17	549
0.562	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.562	number of replicate = 3	Naive	0.4705882352941176	0.7668488160291439	17	549
0.562	number of replicate = 3	Rosace	0.4705882352941176	0.7795992714025501	17	549
0.562	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.562	number of replicate = 3	mutscan(edgeR)	0.5294117647058824	0.7595628415300546	17	549
0.562	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7668488160291439	17	549
0.564	number of replicate = 1	DiMSum	0.5441993464052287	0.490647697481445	17	526
0.564	number of replicate = 1	Enrich2	0.4320261437908497	0.7582916464316112	17	526
0.564	number of replicate = 1	Naive	0.49468954248366015	0.7589472029175993	17	526
0.564	number of replicate = 1	Rosace	0.478921568627451	0.7729446252856956	17	526
0.564	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7659374391952106	17	526
0.564	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7582940837201765	17	526
0.564	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7576798128636866	17	526
0.564	number of replicate = 2	DiMSum	0.6470588235294118	0.5514810436404203	17	551
0.564	number of replicate = 2	Enrich2	0.6176470588235294	0.7400206463644083	17	551
0.564	number of replicate = 2	Naive	0.4411764705882353	0.7627965833596964	17	551
0.564	number of replicate = 2	Rosace	0.4117647058823529	0.7682312392813733	17	551
0.564	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7618691619907092	17	551
0.564	number of replicate = 2	mutscan(edgeR)	0.5	0.7345560199137515	17	551
0.564	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7610016816796816	17	551
0.564	number of replicate = 3	DiMSum	0.4705882352941176	0.6211293260473588	17	549
0.564	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.564	number of replicate = 3	Naive	0.4705882352941176	0.7686703096539163	17	549
0.564	number of replicate = 3	Rosace	0.4705882352941176	0.7814207650273224	17	549
0.564	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.564	number of replicate = 3	mutscan(edgeR)	0.5882352941176471	0.7595628415300546	17	549
0.564	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7668488160291439	17	549
0.566	number of replicate = 1	DiMSum	0.5441993464052287	0.49319224527804534	17	526
0.566	number of replicate = 1	Enrich2	0.4320261437908497	0.7582916464316112	17	526
0.566	number of replicate = 1	Naive	0.49468954248366015	0.7602146300405398	17	526
0.566	number of replicate = 1	Rosace	0.5011437908496732	0.7742144711626875	17	526
0.566	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7659374391952106	17	526
0.566	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7582940837201765	17	526
0.566	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.758954514783295	17	526
0.566	number of replicate = 2	DiMSum	0.6470588235294118	0.5523884846567542	17	551
0.566	number of replicate = 2	Enrich2	0.6176470588235294	0.7409280873807422	17	551
0.566	number of replicate = 2	Naive	0.4411764705882353	0.7627965833596964	17	551
0.566	number of replicate = 2	Rosace	0.4117647058823529	0.7691386802977073	17	551
0.566	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7655089162323715	17	551
0.566	number of replicate = 2	mutscan(edgeR)	0.5	0.7354634609300854	17	551
0.566	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7637240047286835	17	551
0.566	number of replicate = 3	DiMSum	0.5294117647058824	0.6211293260473588	17	549
0.566	number of replicate = 3	Enrich2	0.6470588235294118	0.7413479052823315	17	549
0.566	number of replicate = 3	Naive	0.4705882352941176	0.7704918032786885	17	549
0.566	number of replicate = 3	Rosace	0.4705882352941176	0.7814207650273224	17	549
0.566	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.566	number of replicate = 3	mutscan(edgeR)	0.5882352941176471	0.7595628415300546	17	549
0.566	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7668488160291439	17	549
0.568	number of replicate = 1	DiMSum	0.5441993464052287	0.49509824200507263	17	526
0.568	number of replicate = 1	Enrich2	0.4320261437908497	0.7601976431586385	17	526
0.568	number of replicate = 1	Naive	0.49468954248366015	0.7614869132060968	17	526
0.568	number of replicate = 1	Rosace	0.5011437908496732	0.7754891730822959	17	526
0.568	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7672121411148192	17	526
0.568	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7589277972816467	17	526
0.568	number of replicate = 1	mutscan(limma)	0.43325163398692806	0.7621303388528003	17	526
0.568	number of replicate = 2	DiMSum	0.6470588235294118	0.554203366689422	17	551
0.568	number of replicate = 2	Enrich2	0.6176470588235294	0.7418455185734029	17	551
0.568	number of replicate = 2	Naive	0.4411764705882353	0.7627965833596964	17	551
0.568	number of replicate = 2	Rosace	0.4117647058823529	0.7691386802977073	17	551
0.568	number of replicate = 2	Rosace(nopos)	0.4117647058823529	0.7655089162323715	17	551
0.568	number of replicate = 2	mutscan(edgeR)	0.5	0.7354634609300854	17	551
0.568	number of replicate = 2	mutscan(limma)	0.47058823529411764	0.7655588671140046	17	551
0.568	number of replicate = 3	DiMSum	0.5294117647058824	0.6211293260473588	17	549
0.568	number of replicate = 3	Enrich2	0.6470588235294118	0.7449908925318761	17	549
0.568	number of replicate = 3	Naive	0.4705882352941176	0.7741347905282332	17	549
0.568	number of replicate = 3	Rosace	0.4705882352941176	0.7814207650273224	17	549
0.568	number of replicate = 3	Rosace(nopos)	0.4117647058823529	0.7723132969034608	17	549
0.568	number of replicate = 3	mutscan(edgeR)	0.5882352941176471	0.7595628415300546	17	549
0.568	number of replicate = 3	mutscan(limma)	0.4705882352941176	0.7686703096539163	17	549
0.57	number of replicate = 1	DiMSum	0.5441993464052287	0.4963705251706297	17	526
0.57	number of replicate = 1	Enrich2	0.4320261437908497	0.7601976431586385	17	526
0.57	number of replicate = 1	Naive	0.49468954248366015	0.7627567590830887	17	526
0.57	number of replicate = 1	Rosace	0.5011437908496732	0.7767590189592878	17	526
0.57	number of replicate = 1	Rosace(nopos)	0.45669934640522875	0.7678482734303408	17	526
0.57	number of replicate = 1	mutscan(edgeR)	0.47001633986928104	0.7602024992012552	17	526
